,title,description,timestamp,concat,relevant
989,Opinion | Pennsylvania’s New Education Hope,"Private donors help Philadelphia students, even as Gov. Joshn Shapiro turns hostile to choice scholarships.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=21, tm_min=40, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Opinion | Pennsylvania’s New Education Hope | Private donors help Philadelphia students, even as Gov. Joshn Shapiro turns hostile to choice scholarships.",-1
990,Opinion | Colorado Joins the Tax Increase Line,Democrats are trying again to undermine the Taxpayer Bill of Rights.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=21, tm_min=39, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Opinion | Colorado Joins the Tax Increase Line | Democrats are trying again to undermine the Taxpayer Bill of Rights.,-1
991,Opinion | You Can Teach an Old Drug New Tricks,"Aspirin prevents heart attacks, and good policy could give other generic drugs a second life.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=21, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Opinion | You Can Teach an Old Drug New Tricks | Aspirin prevents heart attacks, and good policy could give other generic drugs a second life.",-1
992,Opinion | AOC Could Turn Back the Blue Wave,Bumptious radicals like her are the GOP’s best hope in a tough midterm election.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=20, tm_min=57, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Opinion | AOC Could Turn Back the Blue Wave | Bumptious radicals like her are the GOP’s best hope in a tough midterm election.,-1
993,"Todd Blanche, the acting head of the Justice Department, isn’t wasting any time in his audition to be the next U.S. attorney general",The acting head of the Justice Department has won praise from the White House for moving aggressively.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Todd Blanche, the acting head of the Justice Department, isn’t wasting any time in his audition to be the next U.S. attorney general | The acting head of the Justice Department has won praise from the White House for moving aggressively.",-1
994,The WSJ used both AI analysis and traditional reporting to decipher President Trump’s Truth Social behavior. Read more in today’s WSJ Politics newsletter:,"Plus, the president considers 250 new pardons to mark America’s 250th birthday, and JD Vance goes to war on Medicaid fraud.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=59, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","The WSJ used both AI analysis and traditional reporting to decipher President Trump’s Truth Social behavior. Read more in today’s WSJ Politics newsletter: | Plus, the president considers 250 new pardons to mark America’s 250th birthday, and JD Vance goes to war on Medicaid fraud.",1
995,"The Republican conundrum: Even as Trump’s congressional allies wrestle with keeping him focused on the economy, they can’t agree on a strategy to address voters’ concerns","The Iran war has deepened voters’ anxieties about costs, and the GOP is struggling to agree on a strategy to address the unease.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","The Republican conundrum: Even as Trump’s congressional allies wrestle with keeping him focused on the economy, they can’t agree on a strategy to address voters’ concerns | The Iran war has deepened voters’ anxieties about costs, and the GOP is struggling to agree on a strategy to address the unease.",-1
996,"The Pentagon abruptly canceled deployment of an armored brigade to Europe, a major step toward shrinking the U.S. military posture in Europe that caught some military officials by surprise",Equipment and some troops from the armored “Black Jack” brigade were already en route when its deployment was halted.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=1, tm_min=44, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","The Pentagon abruptly canceled deployment of an armored brigade to Europe, a major step toward shrinking the U.S. military posture in Europe that caught some military officials by surprise | Equipment and some troops from the armored “Black Jack” brigade were already en route when its deployment was halted.",-1
997,Denise Powell Wins Tight Democratic Primary for Open House Seat in Nebraska,"The newcomer secures nearly 39% of the vote in her bid to represent the state’s lone blue-leaning enclave, which is a factor in presidential races.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=1, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Denise Powell Wins Tight Democratic Primary for Open House Seat in Nebraska | The newcomer secures nearly 39% of the vote in her bid to represent the state’s lone blue-leaning enclave, which is a factor in presidential races.",-1
998,Trump administration health officials are walking a tightrope on hantavirus: trying to avoid public panic and a repeat of what they view as pandemic-era missteps,"Administration officials host frequent calls and have reallocated staffing, but don’t want to replicate Covid-era response.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump administration health officials are walking a tightrope on hantavirus: trying to avoid public panic and a repeat of what they view as pandemic-era missteps | Administration officials host frequent calls and have reallocated staffing, but don’t want to replicate Covid-era response.",1
999,"Kevin Warsh is officially the new Fed chair, the White House considers 250 pardons to mark America’s birthday, and Drake is back with a new album. Read more in today’s What’s News newsletter:","Plus, the White House considers issuing 250 pardons to mark America’s 250th birthday, and Drake returns with a new album.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=21, tm_min=29, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Kevin Warsh is officially the new Fed chair, the White House considers 250 pardons to mark America’s birthday, and Drake is back with a new album. Read more in today’s What’s News newsletter: | Plus, the White House considers issuing 250 pardons to mark America’s 250th birthday, and Drake returns with a new album.",0
1000,Vice President JD Vance delivered an ultimatum to all 50 states: Fully comply with antifraud statutes or run the risk of losing federal Medicaid funding,The Trump administration launched audits of state watchdogs responsible for ferreting out wrongdoing.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=21, tm_min=10, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Vice President JD Vance delivered an ultimatum to all 50 states: Fully comply with antifraud statutes or run the risk of losing federal Medicaid funding | The Trump administration launched audits of state watchdogs responsible for ferreting out wrongdoing.,-1
1001,U.S Jobless Claims Rose Last Week,"U.S. jobless claims rose last week but were still relatively low, signaling employers held back from widespread layoffs.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=52, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","U.S Jobless Claims Rose Last Week | U.S. jobless claims rose last week but were still relatively low, signaling employers held back from widespread layoffs.",-1
1002,U.K. Economy Accelerates to Outpace U.S. as War Headwinds Loom,"The British economy grew faster than the U.S. and most European peers in the first quarter, but the Middle East conflict is set to test its resilience.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=48, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","U.K. Economy Accelerates to Outpace U.S. as War Headwinds Loom | The British economy grew faster than the U.S. and most European peers in the first quarter, but the Middle East conflict is set to test its resilience.",1
1003,"Jerome Powell is wrapping up eight hazard-filled years as Fed chair, and weathered the most sustained political assault on the central bank in its modern history","The pandemic, inflation and White House pressure tested the central bank’s leader as never before.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=2, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Jerome Powell is wrapping up eight hazard-filled years as Fed chair, and weathered the most sustained political assault on the central bank in its modern history | The pandemic, inflation and White House pressure tested the central bank’s leader as never before.",-1
1004,Boston Fed President Susan Collins flagged the possibility that the central bank might need to raise interest rates if inflation pressures broaden in coming months,"In an interview, the Fed official said she is watching how households’ inflation expectations have drifted higher.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=20, tm_min=43, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Boston Fed President Susan Collins flagged the possibility that the central bank might need to raise interest rates if inflation pressures broaden in coming months | In an interview, the Fed official said she is watching how households’ inflation expectations have drifted higher.",-1
1005,Health Care Roundup: Market Talk,"Find insight on AstraZeneca, Roche Holding and more in the latest Market Talks covering Health Care.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=15, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)","Health Care Roundup: Market Talk | Find insight on AstraZeneca, Roche Holding and more in the latest Market Talks covering Health Care.",1
1006,Heard on the Street: Natera has a big early lead in blood tests that detect cancer returning in survivors,One company has a big early lead in blood tests that detect cancer returning in survivors.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=134, tm_isdst=0)",Heard on the Street: Natera has a big early lead in blood tests that detect cancer returning in survivors | One company has a big early lead in blood tests that detect cancer returning in survivors.,-1
1007,US Retail Sales Moderate in April as Gasoline Prices Surge,"US retail sales rose at a slower pace in April with the value of retail purchases increasing 0.5% last month after a revised 1.6% gain in March. Excluding gas stations, sales rose 0.3%. Michael McKee reports on Bloomberg Television. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=1, tm_sec=29, tm_wday=3, tm_yday=134, tm_isdst=0)","US Retail Sales Moderate in April as Gasoline Prices Surge | US retail sales rose at a slower pace in April with the value of retail purchases increasing 0.5% last month after a revised 1.6% gain in March. Excluding gas stations, sales rose 0.3%. Michael McKee reports on Bloomberg Television. (Source: Bloomberg)",1
1008,Tate &amp; Lyle Gets Up to £2.7 Billion Offer From Ingredion,"Tate &amp; Lyle Plc has received a takeover offer from Ingredion Inc., raising the prospect of another famous brand leaving London’s stock market.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=53, tm_sec=16, tm_wday=3, tm_yday=134, tm_isdst=0)","Tate &amp; Lyle Gets Up to £2.7 Billion Offer From Ingredion | Tate &amp; Lyle Plc has received a takeover offer from Ingredion Inc., raising the prospect of another famous brand leaving London’s stock market.",-1
1009,"Fed’s Miran on Supply Shocks, Policy, Central Bank Tenure","Federal Reserve Governor Stephen Miran speaks about inflation from supply shocks, how the central bank can work with the Treasury and White House going forward, and reflects on his time at the Fed. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=53, tm_sec=5, tm_wday=3, tm_yday=134, tm_isdst=0)","Fed’s Miran on Supply Shocks, Policy, Central Bank Tenure | Federal Reserve Governor Stephen Miran speaks about inflation from supply shocks, how the central bank can work with the Treasury and White House going forward, and reflects on his time at the Fed. (Source: Bloomberg)",-1
1010,US Efforts to End Iran War Stumble as Ship Seized Near UAE,"US efforts to end the war with Iran were dealt a setback after a commercial vessel was apparently seized by unauthorized personnel near the United Arab Emirates, adding to uncertainty over control of the critical Strait of Hormuz.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=8, tm_min=39, tm_sec=48, tm_wday=3, tm_yday=134, tm_isdst=0)","US Efforts to End Iran War Stumble as Ship Seized Near UAE | US efforts to end the war with Iran were dealt a setback after a commercial vessel was apparently seized by unauthorized personnel near the United Arab Emirates, adding to uncertainty over control of the critical Strait of Hormuz.",1
1011,Stocks Hold Gains on Retail Sales as Cisco Surges: Markets Wrap,"A revival of the artificial-intelligence trade kept fueling momentum in stocks, with the market remaining higher after the latest report on retail sales matched estimates.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=22, tm_min=7, tm_sec=17, tm_wday=2, tm_yday=133, tm_isdst=0)","Stocks Hold Gains on Retail Sales as Cisco Surges: Markets Wrap | A revival of the artificial-intelligence trade kept fueling momentum in stocks, with the market remaining higher after the latest report on retail sales matched estimates.",1
1012,Turkey Scraps Inflation Target in Face of Energy Price Shock,Turkey’s central bank sharply raised its inflation forecast on Thursday due to surging energy costs but didn’t signal a shift in monetary or exchange-rate policy despite mounting pressure on prices.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=7, tm_min=58, tm_sec=44, tm_wday=3, tm_yday=134, tm_isdst=0)",Turkey Scraps Inflation Target in Face of Energy Price Shock | Turkey’s central bank sharply raised its inflation forecast on Thursday due to surging energy costs but didn’t signal a shift in monetary or exchange-rate policy despite mounting pressure on prices.,-1
1013,Britain’s Political Crisis Spooks Crucial Overseas Bond Buyers,Bond-market volatility sparked by the UK’s latest political crisis is serving up a reminder that the government can’t take foreign demand for granted.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=8, tm_min=9, tm_sec=17, tm_wday=3, tm_yday=134, tm_isdst=0)",Britain’s Political Crisis Spooks Crucial Overseas Bond Buyers | Bond-market volatility sparked by the UK’s latest political crisis is serving up a reminder that the government can’t take foreign demand for granted.,-1
1014,Brookfield Merges Insurance Unit as Flatt’s Overhaul Takes Hold,Brookfield Corp. is merging its shares with those of its insurance business as the firm pushes ahead with plans to transform itself into an investment-led insurer.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=18, tm_sec=12, tm_wday=3, tm_yday=134, tm_isdst=0)",Brookfield Merges Insurance Unit as Flatt’s Overhaul Takes Hold | Brookfield Corp. is merging its shares with those of its insurance business as the firm pushes ahead with plans to transform itself into an investment-led insurer.,1
1015,"US Stock Futures Gain as AI Trade Drives Tech Rally, Cisco Soars","US stock futures rose Thursday morning as the artificial intelligence trade continued to drive gains across technology shares, powered by upbeat earnings from Cisco Systems Inc. and an AI IPO.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=3, tm_sec=5, tm_wday=3, tm_yday=134, tm_isdst=0)","US Stock Futures Gain as AI Trade Drives Tech Rally, Cisco Soars | US stock futures rose Thursday morning as the artificial intelligence trade continued to drive gains across technology shares, powered by upbeat earnings from Cisco Systems Inc. and an AI IPO.",1
1016,"US Premarket Movers for May 14, 2026",S&amp;P 500 Index futures rise 0.3% as of 7:47 a.m. in New York. Equities look set to extend Wednesday’s records with tech bulls egged on by Cisco’s premarket surge and the huge appetite shown for an AI chip IPO.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=53, tm_sec=4, tm_wday=3, tm_yday=134, tm_isdst=0)","US Premarket Movers for May 14, 2026 | S&amp;P 500 Index futures rise 0.3% as of 7:47 a.m. in New York. Equities look set to extend Wednesday’s records with tech bulls egged on by Cisco’s premarket surge and the huge appetite shown for an AI chip IPO.",-1
1017,New Fortress Energy Takes $6.5 Billion Debt Plan to London Court,Billionaire Wes Edens’ New Fortress Energy Inc. is seeking permission from a UK court for a sweeping restructuring that will see the vast majority of the firm’s debt load converted into equity and hand ownership of the business to creditors.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=52, tm_sec=15, tm_wday=3, tm_yday=134, tm_isdst=0)",New Fortress Energy Takes $6.5 Billion Debt Plan to London Court | Billionaire Wes Edens’ New Fortress Energy Inc. is seeking permission from a UK court for a sweeping restructuring that will see the vast majority of the firm’s debt load converted into equity and hand ownership of the business to creditors.,-1
1018,Global Fund Managers Playing Catch-Up May Fuel S&amp;P’s Next Leg Up,"While US stocks have been going from one record to the next, global asset allocators haven’t quite kept up. And that may keep the market’s upward momentum intact as fund managers try to catch up.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=50, tm_sec=26, tm_wday=3, tm_yday=134, tm_isdst=0)","Global Fund Managers Playing Catch-Up May Fuel S&amp;P’s Next Leg Up | While US stocks have been going from one record to the next, global asset allocators haven’t quite kept up. And that may keep the market’s upward momentum intact as fund managers try to catch up.",-1
1019,"BlackRock’s Wei Li Sees Higher Inflation, Rates Going Forward","Wei Li, chief global investment strategist at BlackRock, discusses the market implications of the meeting between Donald Trump and Xi Jinping and how geopolitical fragmentation and AI demand will drive inflationary pressures. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=48, tm_sec=44, tm_wday=3, tm_yday=134, tm_isdst=0)","BlackRock’s Wei Li Sees Higher Inflation, Rates Going Forward | Wei Li, chief global investment strategist at BlackRock, discusses the market implications of the meeting between Donald Trump and Xi Jinping and how geopolitical fragmentation and AI demand will drive inflationary pressures. (Source: Bloomberg)",1
1020,China Credit Growth Misses Expectations as New Loans Shrink,"China’s credit expansion slowed far more than expected from a year earlier in April while banks extended less new loans, underscoring unusually anemic borrowing demand even for a typically slow month for lending.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=21, tm_sec=58, tm_wday=3, tm_yday=134, tm_isdst=0)","China Credit Growth Misses Expectations as New Loans Shrink | China’s credit expansion slowed far more than expected from a year earlier in April while banks extended less new loans, underscoring unusually anemic borrowing demand even for a typically slow month for lending.",1
1021,Europe Is Turning Off Solar Just as Gas Market Tightens,Vast amounts of electricity are going to waste because grids can’t cope.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=34, tm_sec=45, tm_wday=3, tm_yday=134, tm_isdst=0)",Europe Is Turning Off Solar Just as Gas Market Tightens | Vast amounts of electricity are going to waste because grids can’t cope.,-1
1022,Trump-Xi Summit; Tech Rally Persists; Warsh Confirmed as Fed Chair | Bloomberg Brief 5/14/2026,President Trump and President Xi meet in Beijing in a discussion lasting more than two hours with both sides talking up a vision for more stable ties. The tech rally shows little sign of slowing down after Cisco's blockbuster earnings. The Senate confirms Kevin Warsh as the next Federal Reserve chair in the narrowest vote ever for the position. Lizzy Galbraith of Abeerdeen discusses what could come out of the Trump-Xi summit. Wei Li of BlackRock highlights the challenges ahead for the Fed. (Source: Bloomberg),"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=30, tm_sec=12, tm_wday=3, tm_yday=134, tm_isdst=0)",Trump-Xi Summit; Tech Rally Persists; Warsh Confirmed as Fed Chair | Bloomberg Brief 5/14/2026 | President Trump and President Xi meet in Beijing in a discussion lasting more than two hours with both sides talking up a vision for more stable ties. The tech rally shows little sign of slowing down after Cisco's blockbuster earnings. The Senate confirms Kevin Warsh as the next Federal Reserve chair in the narrowest vote ever for the position. Lizzy Galbraith of Abeerdeen discusses what could come out of the Trump-Xi summit. Wei Li of BlackRock highlights the challenges ahead for the Fed. (Source: Bloomberg),1
1023,Two India-Bound LPG Tankers Add to Uptick in Hormuz Transits,"Two India-bound vessels carrying cooking fuel from the Persian Gulf have transited the Strait of Hormuz, taking the number of large ships carrying oil, fuel and gas that have made it through the waterway since Sunday to ten.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=5, tm_min=50, tm_sec=28, tm_wday=3, tm_yday=134, tm_isdst=0)","Two India-Bound LPG Tankers Add to Uptick in Hormuz Transits | Two India-bound vessels carrying cooking fuel from the Persian Gulf have transited the Strait of Hormuz, taking the number of large ships carrying oil, fuel and gas that have made it through the waterway since Sunday to ten.",-1
1024,India Bans Sugar Exports for Four Months to Protect Supply,"India, the world’s second-largest sugar producer, has banned exports for more than four months, according to an official notice, as the government seeks to protect local supplies.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=23, tm_min=58, tm_sec=41, tm_wday=2, tm_yday=133, tm_isdst=0)","India Bans Sugar Exports for Four Months to Protect Supply | India, the world’s second-largest sugar producer, has banned exports for more than four months, according to an official notice, as the government seeks to protect local supplies.",1
1025,Amazon’s AI Success Sends Stock Racing Toward $3 Trillion Club,"Investors are growing increasingly optimistic about Amazon.com Inc.’s position in artificial intelligence, lighting a fire under the stock and sending the company’s market capitalization soaring toward the rarefied $3 trillion level.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=16, tm_sec=35, tm_wday=3, tm_yday=134, tm_isdst=0)","Amazon’s AI Success Sends Stock Racing Toward $3 Trillion Club | Investors are growing increasingly optimistic about Amazon.com Inc.’s position in artificial intelligence, lighting a fire under the stock and sending the company’s market capitalization soaring toward the rarefied $3 trillion level.",1
1026,A Big Private Equity Bet on Chemicals Falters in Historic Slump,"A $10 billion private equity firm that made its name as a chemicals specialist has seen a wave of its holdings fall into distress amid a severe industry downturn, pushing the investor to adapt its strategy.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=7, tm_min=16, tm_sec=7, tm_wday=3, tm_yday=134, tm_isdst=0)","A Big Private Equity Bet on Chemicals Falters in Historic Slump | A $10 billion private equity firm that made its name as a chemicals specialist has seen a wave of its holdings fall into distress amid a severe industry downturn, pushing the investor to adapt its strategy.",1
1027,Trump Invites China’s Xi to White House in September,US President Donald Trump extends an invitation to China’s President Xi Jinping to visit the White House on September 24. Trump spoke at a banquet in Beijing on Thursday.  (Source: Bloomberg),"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=5, tm_sec=17, tm_wday=3, tm_yday=134, tm_isdst=0)",Trump Invites China’s Xi to White House in September | US President Donald Trump extends an invitation to China’s President Xi Jinping to visit the White House on September 24. Trump spoke at a banquet in Beijing on Thursday.  (Source: Bloomberg),-1
1028,"Emerging-Market Stocks Rise as Alibaba, TSMC Join AI Hot Streak","Emerging-market stocks advanced for the third day this week as technology companies in Taiwan and China joined a hot streak by South Korean peers, buoyed by optimism that talks between the US and China will improve trade ties and boost demand for artificial intelligence-related hardware and services.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=5, tm_sec=13, tm_wday=3, tm_yday=134, tm_isdst=0)","Emerging-Market Stocks Rise as Alibaba, TSMC Join AI Hot Streak | Emerging-market stocks advanced for the third day this week as technology companies in Taiwan and China joined a hot streak by South Korean peers, buoyed by optimism that talks between the US and China will improve trade ties and boost demand for artificial intelligence-related hardware and services.",1
1029,DP World 'Bullish' on Africa Expansion,"DP World is continuing its expansion plans for ports and infrastructure from Mozambique to Congo. Mohammed Akoojee, DP World’s managing director for sub-Saharan Africa, spoke to Bloomberg's Ondiro Oganga. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=4, tm_sec=35, tm_wday=3, tm_yday=134, tm_isdst=0)","DP World 'Bullish' on Africa Expansion | DP World is continuing its expansion plans for ports and infrastructure from Mozambique to Congo. Mohammed Akoojee, DP World’s managing director for sub-Saharan Africa, spoke to Bloomberg's Ondiro Oganga. (Source: Bloomberg)",1
1030,"Franklin Templeton CEO Jenny Johnson on Trump-Xi Summit, Data Center Risks","The US and China need each other, and Presidents Donald Trump and Xi Jinping recognize that maintaining a conversation and a degree of cordiality is important, according to Franklin Templeton CEO Jenny Johnson. 
She also said markets are underestimating inflation risk and expressed concern about the pace of data center investments. Johnson made the comments in an interview with Bloomberg Television's Francine Lacqua during The Pulse. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=3, tm_sec=40, tm_wday=3, tm_yday=134, tm_isdst=0)","Franklin Templeton CEO Jenny Johnson on Trump-Xi Summit, Data Center Risks | The US and China need each other, and Presidents Donald Trump and Xi Jinping recognize that maintaining a conversation and a degree of cordiality is important, according to Franklin Templeton CEO Jenny Johnson. 
She also said markets are underestimating inflation risk and expressed concern about the pace of data center investments. Johnson made the comments in an interview with Bloomberg Television's Francine Lacqua during The Pulse. (Source: Bloomberg)",-1
1031,Trump-Xi Summit: China Says Will Open Up & Starmer Fights for Survival | The Pulse 05/14/2026,"""The Pulse With Francine Lacqua"" is all about conversations with high profile guests in the beating heart of global business, economics, finance and politics. Based in London, we go wherever the story is, bringing you exclusive interviews and market-moving scoops.

Today's guests: Jenny Johnson, Franklin Templeton, CEO; Subitha Subramaniam, Sarasin & Partners, Head of Investment Strategy; Lindsay Newman, King’s College London, Visiting Research Fellow; Alberto Gandolfi, Goldman Sachs, Head of European Utilities Research. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=54, tm_sec=33, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump-Xi Summit: China Says Will Open Up & Starmer Fights for Survival | The Pulse 05/14/2026 | ""The Pulse With Francine Lacqua"" is all about conversations with high profile guests in the beating heart of global business, economics, finance and politics. Based in London, we go wherever the story is, bringing you exclusive interviews and market-moving scoops.

Today's guests: Jenny Johnson, Franklin Templeton, CEO; Subitha Subramaniam, Sarasin & Partners, Head of Investment Strategy; Lindsay Newman, King’s College London, Visiting Research Fellow; Alberto Gandolfi, Goldman Sachs, Head of European Utilities Research. (Source: Bloomberg)",-1
1032,Xi Warns Trump on Taiwan After Warm Start to Summit,"US President Donald Trump and Chinese President Xi Jinping met in China for a closely watched summit.

It was a cordial start that later followed blunt remarks from Xi on the Taiwan issue. Annmarie Hordern reports from Beijing. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=54, tm_sec=10, tm_wday=3, tm_yday=134, tm_isdst=0)","Xi Warns Trump on Taiwan After Warm Start to Summit | US President Donald Trump and Chinese President Xi Jinping met in China for a closely watched summit.

It was a cordial start that later followed blunt remarks from Xi on the Taiwan issue. Annmarie Hordern reports from Beijing. (Source: Bloomberg)",-1
1033,DP World Still ‘Bullish’ on Africa Even as War Stokes Inflation,"DP World Ltd. remains “bullish” on its expansion plans in Africa, even as the continent faces inflation from the Iran war caused by surging fuel prices, according to its regional head.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=38, tm_sec=12, tm_wday=3, tm_yday=134, tm_isdst=0)","DP World Still ‘Bullish’ on Africa Even as War Stokes Inflation | DP World Ltd. remains “bullish” on its expansion plans in Africa, even as the continent faces inflation from the Iran war caused by surging fuel prices, according to its regional head.",1
1034,Singapore Air Net Profit Drops as Iran War Raises Risks,"Singapore Airlines Ltd. posted a steep drop in annual net profit as widening losses at Air India weighed on results, and flagged a cautious outlook that factors in risks from the Iran war.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=43, tm_sec=2, tm_wday=3, tm_yday=134, tm_isdst=0)","Singapore Air Net Profit Drops as Iran War Raises Risks | Singapore Airlines Ltd. posted a steep drop in annual net profit as widening losses at Air India weighed on results, and flagged a cautious outlook that factors in risks from the Iran war.",1
1035,"OPEC+ Has Plan to Complete Series of Quota Hikes, Delegates Say","Key OPEC+ members aim to continue a series of oil quota increases over the next few months, completing the return of a layer of halted production &mdash; if only on paper &mdash; by the end of September, delegates said.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=13, tm_sec=22, tm_wday=3, tm_yday=134, tm_isdst=0)","OPEC+ Has Plan to Complete Series of Quota Hikes, Delegates Say | Key OPEC+ members aim to continue a series of oil quota increases over the next few months, completing the return of a layer of halted production &mdash; if only on paper &mdash; by the end of September, delegates said.",-1
1036,"Retirement Funds Should Take Private Credit, Franklin CEO Says","Franklin Templeton Chief Executive Officer Jenny Johnson says retirement accounts are the “best place” for private credit and equity, given the illiquidity of such investments. “You can't get your money for 10 years, so you really need to be able to withstand the illiquidity,” Johnson says on Bloomberg Television. “On the other hand, a 1% additional return can mean 20% more just over a 20-year period in your retirement.” (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=10, tm_min=7, tm_sec=55, tm_wday=3, tm_yday=134, tm_isdst=0)","Retirement Funds Should Take Private Credit, Franklin CEO Says | Franklin Templeton Chief Executive Officer Jenny Johnson says retirement accounts are the “best place” for private credit and equity, given the illiquidity of such investments. “You can't get your money for 10 years, so you really need to be able to withstand the illiquidity,” Johnson says on Bloomberg Television. “On the other hand, a 1% additional return can mean 20% more just over a 20-year period in your retirement.” (Source: Bloomberg)",0
